lesson_id,lesson_no,title_fr_official,system_short_title,category_id,category_code,category_slug,subcategory_id,subcategory_code,subcategory_slug,mapping_status,mapping_basis,source_ref,taxonomy_version
ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,L’ADJECTIF (2),adjectif_2,84aebd88-ac6e-5ab2-bc0f-6b4265db82c6,CAT06,modification_agreement,a51f2ce8-396f-5dad-824c-104415a0db1b,SUB14,adjectives_agreement_position,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 12; printed pp. 54-57; PDF pp. 56-59,taxonomy-v0.9.0
99f4cbed-373c-4bf4-affd-8eda53373a56,13,LES NOMBRES,nombres,d69e4e9c-e33c-5972-a65c-ffeedeb49685,CAT07,quantification,2b58e783-26d2-5a97-be58-7cbd97b0f910,SUB17,numbers,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 13; printed pp. 58-63; PDF pp. 60-65,taxonomy-v0.9.0
8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,LE TEMPS (1),temps_1,9d68a1e9-3848-52b2-a74c-586c3e694e73,CAT08,prepositions_reference,40fa4fe6-ae02-536a-82e6-6797211e138e,SUB20,temporal_reference,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 14; printed pp. 64-67; PDF pp. 66-69,taxonomy-v0.9.0
b182d62b-44dc-4893-b88c-75ef935c0111,15,LES INDÉFINIS,indefinis,62650e69-e832-5945-b2f8-03aa0d9b724c,CAT05,nominal_determiners,5ddf1ffe-f8a5-5b64-bb71-2a3012fe77ed,SUB13,indefinites,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 15; printed pp. 68-71; PDF pp. 70-73,taxonomy-v0.9.0
619fe3c8-586f-4038-8ea0-e5ad5085412d,16,LES VERBES en « -ER » au PRÉSENT,verbes_er_present,ec3e2ec8-5edd-58c6-af79-bfe6bdd2a3af,CAT01,verbs_conjugation,066fe514-5143-5704-b4b1-66b22f607ab2,SUB02,present_conjugation_patterns,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 16; printed pp. 74-79; PDF pp. 76-81,taxonomy-v0.9.0
e3b8941a-3506-4903-b9f5-ede88a288def,17,LE TEMPS (2),temps_2,9d68a1e9-3848-52b2-a74c-586c3e694e73,CAT08,prepositions_reference,40fa4fe6-ae02-536a-82e6-6797211e138e,SUB20,temporal_reference,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 17; printed pp. 80-81; PDF pp. 82-83,taxonomy-v0.9.0
ec290ee6-f705-4b74-98db-7e4079c54d60,18,L’ADVERBE,adverbe,84aebd88-ac6e-5ab2-bc0f-6b4265db82c6,CAT06,modification_agreement,0548a940-bd54-59e7-b45b-4a3c39d9cca3,SUB15,adverbs,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 18; printed pp. 82-85; PDF pp. 84-87,taxonomy-v0.9.0
cb9bdbbf-0955-46a6-b979-69203ff4d988,19,L’EXPRESSION de la QUANTITÉ,expression_quantite,d69e4e9c-e33c-5972-a65c-ffeedeb49685,CAT07,quantification,1a56c401-3cb8-5901-902f-cf5adbc3080e,SUB18,quantity_expression,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 19; printed pp. 86-89; PDF pp. 88-91,taxonomy-v0.9.0
dd8aa1ed-067c-4e17-a9db-10d3b630688a,20,LE PRONOM « EN »,pronom_en,7516a18a-919c-5431-8ef2-1bfe2a33500a,CAT04,pronouns,fd24e474-a076-5170-8f15-c238444265da,SUB08,adverbial_object_pronouns,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 20; printed pp. 90-93; PDF pp. 92-95,taxonomy-v0.9.0
a7d4b7ab-babf-44fd-8d1b-09d273f60704,21,LA SITUATION dans l’ESPACE (2),situation_espace_2,9d68a1e9-3848-52b2-a74c-586c3e694e73,CAT08,prepositions_reference,a65bc236-a8de-5a13-ab61-cb05cc8a9be0,SUB19,spatial_reference,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 21; printed pp. 94-95; PDF pp. 96-97,taxonomy-v0.9.0
526ffab9-fc9b-4221-997e-e57dfbf9694a,22,LE COMPARATIF et LE SUPERLATIF,comparatif_superlatif,84aebd88-ac6e-5ab2-bc0f-6b4265db82c6,CAT06,modification_agreement,7a8c6f04-4b66-5c80-9a9b-2e8b23b6eb94,SUB16,comparison_degree,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 22; printed pp. 96-101; PDF pp. 98-103,taxonomy-v0.9.0
327c43bc-8757-4e51-aff0-9c04775c57cf,23,LE VERBE « ALLER »,aller,ec3e2ec8-5edd-58c6-af79-bfe6bdd2a3af,CAT01,verbs_conjugation,270c356c-71f5-56f3-9210-6468e85f5e09,SUB01,core_irregular_verbs,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 23; printed pp. 102-103; PDF pp. 104-105,taxonomy-v0.9.0
e3b468de-4bc2-4b96-b4dc-0bfa0c3d5a85,24,LE PRONOM « Y »,pronom_y,7516a18a-919c-5431-8ef2-1bfe2a33500a,CAT04,pronouns,fd24e474-a076-5170-8f15-c238444265da,SUB08,adverbial_object_pronouns,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 24; printed pp. 104-105; PDF pp. 106-107,taxonomy-v0.9.0
aece8fe7-c303-4257-a531-a3d6e0f242de,25,LA SITUATION dans l’ESPACE et le TEMPS (3),situation_espace_temps_3,9d68a1e9-3848-52b2-a74c-586c3e694e73,CAT08,prepositions_reference,44ff9cba-804b-5e80-9130-c054cd9bd9df,SUB21,space_time_relations,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 25; printed pp. 106-107; PDF pp. 108-109,taxonomy-v0.9.0
6ad0bf53-cab8-4037-8548-6e73441d1620,26,"LES VERBES en « -IR », « -OIR » et « -RE » au PRÉSENT",verbes_ir_oir_re_present,ec3e2ec8-5edd-58c6-af79-bfe6bdd2a3af,CAT01,verbs_conjugation,066fe514-5143-5704-b4b1-66b22f607ab2,SUB02,present_conjugation_patterns,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 26; printed pp. 108-121; PDF pp. 110-123,taxonomy-v0.9.0
e5bfdde7-6889-4829-ad65-06a572af5f97,27,LES VERBES PRONOMINAUX,verbes_pronominaux,ec3e2ec8-5edd-58c6-af79-bfe6bdd2a3af,CAT01,verbs_conjugation,5e7bb92c-8694-5a16-a7b7-b9f14bd7bca1,SUB03,verb_constructions,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 27; printed pp. 122-123; PDF pp. 124-125,taxonomy-v0.9.0
2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,LES PRONOMS COMPLÉMENTS,pronoms_complements,7516a18a-919c-5431-8ef2-1bfe2a33500a,CAT04,pronouns,fd24e474-a076-5170-8f15-c238444265da,SUB08,adverbial_object_pronouns,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 28; printed pp. 124-131; PDF pp. 126-133,taxonomy-v0.9.0
0259af3a-8df3-4f28-ad02-62a99368c409,29,LES PRONOMS TONIQUES,pronoms_toniques,7516a18a-919c-5431-8ef2-1bfe2a33500a,CAT04,pronouns,4df9711b-5245-556b-b7a3-1d1bdd75a49d,SUB09,tonic_pronouns,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 29; printed pp. 132-133; PDF pp. 134-135,taxonomy-v0.9.0
b24408b6-c9b4-4fbc-9b92-ad4d2ae13876,30,L’IMPÉRATIF,imperatif,14239c26-01ec-5ede-ba0b-07619d66ca8e,CAT03,moods_voice_aspect,3ef076cd-a824-5804-85f3-8752ae7a03a5,SUB06,verbal_moods,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 30; printed pp. 134-135; PDF pp. 136-137,taxonomy-v0.9.0
83d883bf-5242-4dc2-bed6-dad1585746db,31,LE CONDITIONNEL (1),conditionnel_1,14239c26-01ec-5ede-ba0b-07619d66ca8e,CAT03,moods_voice_aspect,3ef076cd-a824-5804-85f3-8752ae7a03a5,SUB06,verbal_moods,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 31; printed pp. 136-137; PDF pp. 138-139,taxonomy-v0.9.0
4ec05ffb-8465-4c5c-9a50-d67136ad0472,32,LES RELATIFS,relatifs,7516a18a-919c-5431-8ef2-1bfe2a33500a,CAT04,pronouns,0a5bb842-ecf6-5cb4-85d7-07c9ac173f2f,SUB10,relative_pronouns,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 32; printed pp. 140-147; PDF pp. 142-149,taxonomy-v0.9.0
1854197b-634e-4db7-893c-7e9b6bcbf004,33,L’INTERROGATION (2),interrogation_2,6226bbab-7245-5914-8dfe-94ea4ff473c5,CAT09,sentence_structure,e44f2466-3d37-5fe6-9e85-f02b6d689a4c,SUB23,negation_interrogation,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 33; printed pp. 148-151; PDF pp. 150-153,taxonomy-v0.9.0
7a8563ae-ac42-49d2-bddd-42140c4e5245,34,LA NÉGATION (2),negation_2,6226bbab-7245-5914-8dfe-94ea4ff473c5,CAT09,sentence_structure,e44f2466-3d37-5fe6-9e85-f02b6d689a4c,SUB23,negation_interrogation,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 34; printed pp. 152-155; PDF pp. 154-157,taxonomy-v0.9.0
83287154-f6ce-4595-a2b2-17537cb9908d,35,LE DISCOURS INDIRECT au PRÉSENT,discours_indirect_present,4174226c-e09f-52e4-a8c9-d8916772074c,CAT10,reported_speech,2f4d8d9c-285c-59bc-b224-e1ec1edbcee1,SUB25,indirect_speech,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 35; printed pp. 156-157; PDF pp. 158-159,taxonomy-v0.9.0
03b37cc5-75e7-4209-9322-1f6401df4973,36,LE GÉRONDIF,gerondif,14239c26-01ec-5ede-ba0b-07619d66ca8e,CAT03,moods_voice_aspect,30db3e12-3af2-5fd3-a736-31b3f0e804fa,SUB07,voice_nonfinite_aspect,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 36; printed pp. 158-159; PDF pp. 160-161,taxonomy-v0.9.0
7a66cb3a-470c-4ae3-ae32-325cf327c9f9,37,LES PRÉPOSITIONS et LES VERBES,prepositions_verbes,9d68a1e9-3848-52b2-a74c-586c3e694e73,CAT08,prepositions_reference,f8cd3891-a319-5601-83ed-3cd3f2a43a83,SUB22,verb_preposition_complementation,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 37; printed pp. 160-163; PDF pp. 162-165,taxonomy-v0.9.0
d138adce-c139-454e-b3a3-1ff9464bd0e8,38,LES VERBES de DÉPLACEMENT,verbes_deplacement,ec3e2ec8-5edd-58c6-af79-bfe6bdd2a3af,CAT01,verbs_conjugation,5e7bb92c-8694-5a16-a7b7-b9f14bd7bca1,SUB03,verb_constructions,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 38; printed pp. 164-165; PDF pp. 166-167,taxonomy-v0.9.0
2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,LE FUTUR PROCHE,futur_proche,e429d27c-d763-5f7c-a21f-cbec18a6cf9f,CAT02,tenses,3fd102c7-ae02-559f-ab09-6b9c6e518ec9,SUB05,future_tenses,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 39; printed pp. 166-173; PDF pp. 168-175,taxonomy-v0.9.0
a2303764-b3c6-4a78-a5eb-287adffcd970,40,LE PASSÉ COMPOSÉ,passe_compose,e429d27c-d763-5f7c-a21f-cbec18a6cf9f,CAT02,tenses,07726fd8-3a18-59d7-a71d-1bda918482d1,SUB04,past_tenses,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 40; printed pp. 174-197; PDF pp. 176-199,taxonomy-v0.9.0
61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,LE TEMPS (3),temps_3,9d68a1e9-3848-52b2-a74c-586c3e694e73,CAT08,prepositions_reference,40fa4fe6-ae02-536a-82e6-6797211e138e,SUB20,temporal_reference,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 41; printed pp. 198-203; PDF pp. 200-205,taxonomy-v0.9.0
79d5da54-9d06-473a-a60c-1c4cb74c38e1,42,LE PASSIF,passif,14239c26-01ec-5ede-ba0b-07619d66ca8e,CAT03,moods_voice_aspect,30db3e12-3af2-5fd3-a736-31b3f0e804fa,SUB07,voice_nonfinite_aspect,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 42; printed pp. 204-205; PDF pp. 206-207,taxonomy-v0.9.0
1a7369fc-5f96-48eb-9433-a91853b0f074,43,L’IMPARFAIT,imparfait,e429d27c-d763-5f7c-a21f-cbec18a6cf9f,CAT02,tenses,07726fd8-3a18-59d7-a71d-1bda918482d1,SUB04,past_tenses,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 43; printed pp. 206-213; PDF pp. 208-215,taxonomy-v0.9.0
7b460b08-fac3-4f7c-bec0-0e1863fbcca3,44,LE PLUS-QUE-PARFAIT,plus_que_parfait,e429d27c-d763-5f7c-a21f-cbec18a6cf9f,CAT02,tenses,07726fd8-3a18-59d7-a71d-1bda918482d1,SUB04,past_tenses,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 44; printed pp. 214-215; PDF pp. 216-217,taxonomy-v0.9.0
ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,LE DISCOURS INDIRECT au PASSÉ,discours_indirect_passe,4174226c-e09f-52e4-a8c9-d8916772074c,CAT10,reported_speech,2f4d8d9c-285c-59bc-b224-e1ec1edbcee1,SUB25,indirect_speech,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 45; printed pp. 216-219; PDF pp. 218-221,taxonomy-v0.9.0
fa21c54c-eda9-434c-9b4c-af896a3dfde0,46,"« VENIR de », « ÊTRE en TRAIN de », « ÊTRE sur le POINT de »",aspect_periphrases,14239c26-01ec-5ede-ba0b-07619d66ca8e,CAT03,moods_voice_aspect,30db3e12-3af2-5fd3-a736-31b3f0e804fa,SUB07,voice_nonfinite_aspect,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 46; printed pp. 222-223; PDF pp. 224-225,taxonomy-v0.9.0
9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,LE FUTUR SIMPLE,futur_simple,e429d27c-d763-5f7c-a21f-cbec18a6cf9f,CAT02,tenses,3fd102c7-ae02-559f-ab09-6b9c6e518ec9,SUB05,future_tenses,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 47; printed pp. 224-227; PDF pp. 226-229,taxonomy-v0.9.0
c8b25314-e54b-4ec5-9a31-41e6af6cfab4,48,LE FUTUR ANTÉRIEUR,futur_anterieur,e429d27c-d763-5f7c-a21f-cbec18a6cf9f,CAT02,tenses,3fd102c7-ae02-559f-ab09-6b9c6e518ec9,SUB05,future_tenses,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 48; printed pp. 228-229; PDF pp. 230-231,taxonomy-v0.9.0
8492c636-b6f3-4368-97df-c4e0387ff946,49,LE CONDITIONNEL (2),conditionnel_2,14239c26-01ec-5ede-ba0b-07619d66ca8e,CAT03,moods_voice_aspect,3ef076cd-a824-5804-85f3-8752ae7a03a5,SUB06,verbal_moods,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 49; printed pp. 230-231; PDF pp. 232-233,taxonomy-v0.9.0
7292614b-ad5b-496f-836e-1ca257cb80cc,50,LES HYPOTHÈSES,hypotheses,74d8363b-f18d-5422-a578-fdcec7e7dbee,CAT11,condition_logic,6163cd64-56ba-5418-8e34-3cabb8dc8810,SUB26,condition_hypothesis,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 50; printed pp. 232-237; PDF pp. 234-239,taxonomy-v0.9.0
5a20dade-1724-4c8a-887c-14dee287c1a2,51,LE SUBJONCTIF,subjonctif,14239c26-01ec-5ede-ba0b-07619d66ca8e,CAT03,moods_voice_aspect,3ef076cd-a824-5804-85f3-8752ae7a03a5,SUB06,verbal_moods,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 51; printed pp. 238-249; PDF pp. 240-251,taxonomy-v0.9.0
f0a5d28c-4b03-42c8-bd92-0708737ab3f1,52,LES RELATIONS LOGIQUES,relations_logiques,74d8363b-f18d-5422-a578-fdcec7e7dbee,CAT11,condition_logic,ffa308ea-ab12-5a11-9d12-5dca8f81f3d9,SUB27,logical_relations,stage2_owner_approved_mapping,stage1 lesson title + atomic subtopics; Stage2 project classification,Lesson 52; printed pp. 250-255; PDF pp. 252-257,taxonomy-v0.9.0
