lesson_id,lesson_no,tag_id,tag_code,tag_slug,assignment_order,assignment_basis,taxonomy_version
4bf7f7a6-29e0-471a-8b5c-3740f60b5c8e,7,06122eda-5012-5d73-8b2d-b6da7ea1cefa,TAG032,lexicalized_expression,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
d68e9726-6d53-4ffb-935c-fd8f24aae9ec,8,9a30daab-9085-530e-a965-6006eed20f20,TAG012,demonstration,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
d68e9726-6d53-4ffb-935c-fd8f24aae9ec,8,672bf43b-99af-59dd-ae89-677691337966,TAG008,pronunciation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
3a93c97f-cdce-4896-98be-892e3354b7fc,9,8ceb7dd8-e70b-593d-9c77-1f6f0e8a4b34,TAG033,existence_presentation,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,182b6937-4137-5bf4-bfd5-2892d92340b4,TAG016,spatial_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
988143e8-7e0e-46e1-94a0-f87f7a1267f5,10,b1f3d05e-5e60-585c-9b28-f4263258f8f9,TAG005,articles,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a02fe5a3-8336-4749-8b93-f43d0a82948a,11,d650b9ae-7207-53fe-8b27-9f8e130d114b,TAG001,present,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a02fe5a3-8336-4749-8b93-f43d0a82948a,11,06122eda-5012-5d73-8b2d-b6da7ea1cefa,TAG032,lexicalized_expression,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a02fe5a3-8336-4749-8b93-f43d0a82948a,11,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a02fe5a3-8336-4749-8b93-f43d0a82948a,11,b1f3d05e-5e60-585c-9b28-f4263258f8f9,TAG005,articles,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,80aa4964-2aca-5508-b693-484e0df9b977,TAG004,agreement,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,b1f3d05e-5e60-585c-9b28-f4263258f8f9,TAG005,articles,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ec78c6b7-50f2-4fcf-8ecd-63c1a84e5e41,12,c5fee91c-2b19-5ffc-a9e7-ad921705cd5b,TAG009,orthography,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
99f4cbed-373c-4bf4-affd-8eda53373a56,13,57d015ad-a95a-5a0e-950f-ce447563a34c,TAG014,quantity,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
99f4cbed-373c-4bf4-affd-8eda53373a56,13,c5fee91c-2b19-5ffc-a9e7-ad921705cd5b,TAG009,orthography,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
99f4cbed-373c-4bf4-affd-8eda53373a56,13,672bf43b-99af-59dd-ae89-677691337966,TAG008,pronunciation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
99f4cbed-373c-4bf4-affd-8eda53373a56,13,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
8b0727a3-b94e-4d9d-bb86-9a0045b8685a,14,81efc445-1951-5bc9-bcbb-9e7002e0cdab,TAG035,impersonal_construction,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
b182d62b-44dc-4893-b88c-75ef935c0111,15,3e2542cd-1c52-54e4-ac7d-4a56792c1790,TAG013,indefiniteness,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
b182d62b-44dc-4893-b88c-75ef935c0111,15,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
b182d62b-44dc-4893-b88c-75ef935c0111,15,3594ef1a-8161-5af3-8347-d85c2afdc150,TAG020,object_reference,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
619fe3c8-586f-4038-8ea0-e5ad5085412d,16,d650b9ae-7207-53fe-8b27-9f8e130d114b,TAG001,present,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
619fe3c8-586f-4038-8ea0-e5ad5085412d,16,672bf43b-99af-59dd-ae89-677691337966,TAG008,pronunciation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
619fe3c8-586f-4038-8ea0-e5ad5085412d,16,c5fee91c-2b19-5ffc-a9e7-ad921705cd5b,TAG009,orthography,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
e3b8941a-3506-4903-b9f5-ede88a288def,17,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
e3b8941a-3506-4903-b9f5-ede88a288def,17,e4130b6d-3460-55cb-b4ad-f041a54f03bb,TAG018,duration,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ec290ee6-f705-4b74-98db-7e4079c54d60,18,c5fee91c-2b19-5ffc-a9e7-ad921705cd5b,TAG009,orthography,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ec290ee6-f705-4b74-98db-7e4079c54d60,18,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ec290ee6-f705-4b74-98db-7e4079c54d60,18,182b6937-4137-5bf4-bfd5-2892d92340b4,TAG016,spatial_reference,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ec290ee6-f705-4b74-98db-7e4079c54d60,18,06122eda-5012-5d73-8b2d-b6da7ea1cefa,TAG032,lexicalized_expression,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
cb9bdbbf-0955-46a6-b979-69203ff4d988,19,57d015ad-a95a-5a0e-950f-ce447563a34c,TAG014,quantity,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
cb9bdbbf-0955-46a6-b979-69203ff4d988,19,898d55cf-2424-5f35-8a90-0f9902a85f54,TAG034,partitive,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
cb9bdbbf-0955-46a6-b979-69203ff4d988,19,b1f3d05e-5e60-585c-9b28-f4263258f8f9,TAG005,articles,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
cb9bdbbf-0955-46a6-b979-69203ff4d988,19,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
dd8aa1ed-067c-4e17-a9db-10d3b630688a,20,3594ef1a-8161-5af3-8347-d85c2afdc150,TAG020,object_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
dd8aa1ed-067c-4e17-a9db-10d3b630688a,20,898d55cf-2424-5f35-8a90-0f9902a85f54,TAG034,partitive,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
dd8aa1ed-067c-4e17-a9db-10d3b630688a,20,af9c0e0d-0e6a-547c-ba82-035400c48b48,TAG023,verb_complementation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a7d4b7ab-babf-44fd-8d1b-09d273f60704,21,182b6937-4137-5bf4-bfd5-2892d92340b4,TAG016,spatial_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a7d4b7ab-babf-44fd-8d1b-09d273f60704,21,b1f3d05e-5e60-585c-9b28-f4263258f8f9,TAG005,articles,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
526ffab9-fc9b-4221-997e-e57dfbf9694a,22,b530dc7b-beb5-53d4-8bc4-1c7cade79b6c,TAG015,comparison,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
526ffab9-fc9b-4221-997e-e57dfbf9694a,22,57d015ad-a95a-5a0e-950f-ce447563a34c,TAG014,quantity,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
526ffab9-fc9b-4221-997e-e57dfbf9694a,22,80aa4964-2aca-5508-b693-484e0df9b977,TAG004,agreement,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
327c43bc-8757-4e51-aff0-9c04775c57cf,23,d650b9ae-7207-53fe-8b27-9f8e130d114b,TAG001,present,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
327c43bc-8757-4e51-aff0-9c04775c57cf,23,182b6937-4137-5bf4-bfd5-2892d92340b4,TAG016,spatial_reference,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
327c43bc-8757-4e51-aff0-9c04775c57cf,23,d47a0fa3-dd8a-54f7-856b-b9978b063a9d,TAG024,movement,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
e3b468de-4bc2-4b96-b4dc-0bfa0c3d5a85,24,3594ef1a-8161-5af3-8347-d85c2afdc150,TAG020,object_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
e3b468de-4bc2-4b96-b4dc-0bfa0c3d5a85,24,182b6937-4137-5bf4-bfd5-2892d92340b4,TAG016,spatial_reference,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
e3b468de-4bc2-4b96-b4dc-0bfa0c3d5a85,24,af9c0e0d-0e6a-547c-ba82-035400c48b48,TAG023,verb_complementation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
aece8fe7-c303-4257-a531-a3d6e0f242de,25,182b6937-4137-5bf4-bfd5-2892d92340b4,TAG016,spatial_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
aece8fe7-c303-4257-a531-a3d6e0f242de,25,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
aece8fe7-c303-4257-a531-a3d6e0f242de,25,e4130b6d-3460-55cb-b4ad-f041a54f03bb,TAG018,duration,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
6ad0bf53-cab8-4037-8548-6e73441d1620,26,d650b9ae-7207-53fe-8b27-9f8e130d114b,TAG001,present,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
6ad0bf53-cab8-4037-8548-6e73441d1620,26,af9c0e0d-0e6a-547c-ba82-035400c48b48,TAG023,verb_complementation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
6ad0bf53-cab8-4037-8548-6e73441d1620,26,81efc445-1951-5bc9-bcbb-9e7002e0cdab,TAG035,impersonal_construction,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
e5bfdde7-6889-4829-ad65-06a572af5f97,27,569e17d6-a1e0-5859-b62a-9ad5ac80b1a1,TAG019,pronoun_placement,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
e5bfdde7-6889-4829-ad65-06a572af5f97,27,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
e5bfdde7-6889-4829-ad65-06a572af5f97,27,3594ef1a-8161-5af3-8347-d85c2afdc150,TAG020,object_reference,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,3594ef1a-8161-5af3-8347-d85c2afdc150,TAG020,object_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,569e17d6-a1e0-5859-b62a-9ad5ac80b1a1,TAG019,pronoun_placement,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
2ad099b6-e9f4-4b96-8883-d88977fc94b4,28,af9c0e0d-0e6a-547c-ba82-035400c48b48,TAG023,verb_complementation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
0259af3a-8df3-4f28-ad02-62a99368c409,29,3594ef1a-8161-5af3-8347-d85c2afdc150,TAG020,object_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
0259af3a-8df3-4f28-ad02-62a99368c409,29,af9c0e0d-0e6a-547c-ba82-035400c48b48,TAG023,verb_complementation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
b24408b6-c9b4-4fbc-9b92-ad4d2ae13876,30,569e17d6-a1e0-5859-b62a-9ad5ac80b1a1,TAG019,pronoun_placement,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
b24408b6-c9b4-4fbc-9b92-ad4d2ae13876,30,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
b24408b6-c9b4-4fbc-9b92-ad4d2ae13876,30,f93a80e7-46a8-5a66-9774-2268aefa3cec,TAG031,politeness_modality,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
83d883bf-5242-4dc2-bed6-dad1585746db,31,f93a80e7-46a8-5a66-9774-2268aefa3cec,TAG031,politeness_modality,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
4ec05ffb-8465-4c5c-9a50-d67136ad0472,32,1e002e80-ed67-58ba-ad43-c6dc48fab115,TAG021,relative_clause,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
4ec05ffb-8465-4c5c-9a50-d67136ad0472,32,c556850b-2987-5116-8a64-031367f8535a,TAG027,subordination,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
4ec05ffb-8465-4c5c-9a50-d67136ad0472,32,af9c0e0d-0e6a-547c-ba82-035400c48b48,TAG023,verb_complementation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
1854197b-634e-4db7-893c-7e9b6bcbf004,33,c9500ddf-691d-571f-acd7-f84a5ff2fbef,TAG007,interrogation,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
1854197b-634e-4db7-893c-7e9b6bcbf004,33,0367c229-2bde-5243-816f-f09652db4779,TAG010,register_variation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
1854197b-634e-4db7-893c-7e9b6bcbf004,33,3594ef1a-8161-5af3-8347-d85c2afdc150,TAG020,object_reference,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7a8563ae-ac42-49d2-bddd-42140c4e5245,34,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7a8563ae-ac42-49d2-bddd-42140c4e5245,34,57d015ad-a95a-5a0e-950f-ce447563a34c,TAG014,quantity,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7a8563ae-ac42-49d2-bddd-42140c4e5245,34,3e2542cd-1c52-54e4-ac7d-4a56792c1790,TAG013,indefiniteness,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
83287154-f6ce-4595-a2b2-17537cb9908d,35,de1f76fb-8eac-507d-9209-b764382f58b7,TAG022,reported_speech,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
83287154-f6ce-4595-a2b2-17537cb9908d,35,c9500ddf-691d-571f-acd7-f84a5ff2fbef,TAG007,interrogation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
83287154-f6ce-4595-a2b2-17537cb9908d,35,c556850b-2987-5116-8a64-031367f8535a,TAG027,subordination,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
03b37cc5-75e7-4209-9322-1f6401df4973,36,ae5625a8-e7c5-5fc0-ae85-b00be80fed07,TAG030,nonfinite_form,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
03b37cc5-75e7-4209-9322-1f6401df4973,36,c556850b-2987-5116-8a64-031367f8535a,TAG027,subordination,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
03b37cc5-75e7-4209-9322-1f6401df4973,36,104ef8bd-d244-530b-92b3-2306851aea6b,TAG025,condition_hypothesis,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7a66cb3a-470c-4ae3-ae32-325cf327c9f9,37,af9c0e0d-0e6a-547c-ba82-035400c48b48,TAG023,verb_complementation,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7a66cb3a-470c-4ae3-ae32-325cf327c9f9,37,ae5625a8-e7c5-5fc0-ae85-b00be80fed07,TAG030,nonfinite_form,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
d138adce-c139-454e-b3a3-1ff9464bd0e8,38,d47a0fa3-dd8a-54f7-856b-b9978b063a9d,TAG024,movement,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
d138adce-c139-454e-b3a3-1ff9464bd0e8,38,182b6937-4137-5bf4-bfd5-2892d92340b4,TAG016,spatial_reference,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
d138adce-c139-454e-b3a3-1ff9464bd0e8,38,af9c0e0d-0e6a-547c-ba82-035400c48b48,TAG023,verb_complementation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,4b6fce9c-3dfa-5d0b-93d8-0627d9226726,TAG003,future,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,569e17d6-a1e0-5859-b62a-9ad5ac80b1a1,TAG019,pronoun_placement,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,c9500ddf-691d-571f-acd7-f84a5ff2fbef,TAG007,interrogation,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
2cc8ffec-0888-40b2-bb6b-23bb8ebcd4f0,39,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,5,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a2303764-b3c6-4a78-a5eb-287adffcd970,40,8d053260-0d4d-54a6-a41b-fbc55307c767,TAG002,past,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a2303764-b3c6-4a78-a5eb-287adffcd970,40,80aa4964-2aca-5508-b693-484e0df9b977,TAG004,agreement,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a2303764-b3c6-4a78-a5eb-287adffcd970,40,569e17d6-a1e0-5859-b62a-9ad5ac80b1a1,TAG019,pronoun_placement,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a2303764-b3c6-4a78-a5eb-287adffcd970,40,16604b24-295e-5cbf-b631-1b2ba0182a71,TAG006,negation,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
a2303764-b3c6-4a78-a5eb-287adffcd970,40,c9500ddf-691d-571f-acd7-f84a5ff2fbef,TAG007,interrogation,5,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,e4130b6d-3460-55cb-b4ad-f041a54f03bb,TAG018,duration,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,8d053260-0d4d-54a6-a41b-fbc55307c767,TAG002,past,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,4b6fce9c-3dfa-5d0b-93d8-0627d9226726,TAG003,future,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
61d3b6b5-dd58-4ca4-b78d-521013ae2461,41,ae5625a8-e7c5-5fc0-ae85-b00be80fed07,TAG030,nonfinite_form,5,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
79d5da54-9d06-473a-a60c-1c4cb74c38e1,42,df4b941c-a7ab-50a1-87ba-efb63195f89d,TAG028,voice,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
79d5da54-9d06-473a-a60c-1c4cb74c38e1,42,80aa4964-2aca-5508-b693-484e0df9b977,TAG004,agreement,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
1a7369fc-5f96-48eb-9433-a91853b0f074,43,8d053260-0d4d-54a6-a41b-fbc55307c767,TAG002,past,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
1a7369fc-5f96-48eb-9433-a91853b0f074,43,e4130b6d-3460-55cb-b4ad-f041a54f03bb,TAG018,duration,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
1a7369fc-5f96-48eb-9433-a91853b0f074,43,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7b460b08-fac3-4f7c-bec0-0e1863fbcca3,44,8d053260-0d4d-54a6-a41b-fbc55307c767,TAG002,past,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
7b460b08-fac3-4f7c-bec0-0e1863fbcca3,44,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,de1f76fb-8eac-507d-9209-b764382f58b7,TAG022,reported_speech,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,8d053260-0d4d-54a6-a41b-fbc55307c767,TAG002,past,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
ea5e63b4-af5e-438a-b50c-a3d9678296b6,45,c556850b-2987-5116-8a64-031367f8535a,TAG027,subordination,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
fa21c54c-eda9-434c-9b4c-af896a3dfde0,46,183c9a4f-0f2c-5296-b108-d343f6ac82d4,TAG029,aspect,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
fa21c54c-eda9-434c-9b4c-af896a3dfde0,46,ae5625a8-e7c5-5fc0-ae85-b00be80fed07,TAG030,nonfinite_form,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
fa21c54c-eda9-434c-9b4c-af896a3dfde0,46,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,4b6fce9c-3dfa-5d0b-93d8-0627d9226726,TAG003,future,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,0367c229-2bde-5243-816f-f09652db4779,TAG010,register_variation,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,3,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,104ef8bd-d244-530b-92b3-2306851aea6b,TAG025,condition_hypothesis,4,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
9452d2bf-3b54-4cbe-9410-2a607d9d9903,47,c556850b-2987-5116-8a64-031367f8535a,TAG027,subordination,5,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
c8b25314-e54b-4ec5-9a31-41e6af6cfab4,48,4b6fce9c-3dfa-5d0b-93d8-0627d9226726,TAG003,future,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
c8b25314-e54b-4ec5-9a31-41e6af6cfab4,48,cae8cde8-4202-58ad-9560-1062a31662e6,TAG017,temporal_reference,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
8492c636-b6f3-4368-97df-c4e0387ff946,49,104ef8bd-d244-530b-92b3-2306851aea6b,TAG025,condition_hypothesis,1,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
8492c636-b6f3-4368-97df-c4e0387ff946,49,8d053260-0d4d-54a6-a41b-fbc55307c767,TAG002,past,2,secondary feature evidenced in Stage1 subtopics,taxonomy-v0.9.0
